1,0
2,0
3,0
4,0
5,0
6,0.00124392614188532
7,0.0225
8,0.0954907677356656
9,0.252242468415938
10,0.524781341107871
11,0.945002429543245
12,1.52542274052478
13,2.23887512147716
14,3.05333333333333
15,3.93677113702624
16,4.85716229348882
17,5.78248056365403
18,6.68069970845481
19,7.5197934888241
20,8.26773566569485
21,8.8925
22,9.36310981535471
23,9.67771865889213
24,9.86668610301263
25,9.96203838678328
26,9.99580174927114
27,10.0000024295432
28,10.0066666666667
29,10.0478206997085
30,10.1554907677357
31,10.3617031098154
32,10.6984839650146
33,11.1943172983479
34,11.8401166180758
35,12.6041666666667
36,13.4544412050534
37,14.3589139941691
38,15.2855587949465
39,16.2023493683188
40,17.0772594752187
41,17.8782628765792
42,18.5733333333333
43,19.130444606414
44,19.5259669582119
45,19.7786078717201
46,19.9203887269193
47,19.9833357628766
48,19.9994752186589
49,20.0008333333333
50,20.019436345967
51,20.0873104956268
52,20.23648202138
53,20.4989771622935
54,20.9067832847425
55,21.4756438289602
56,22.18
57,22.9878255587949
58,23.8670942662779
59,24.7857798833819
60,25.7118561710398
61,26.6132968901846
62,27.4580758017493
63,28.2141666666667
64,28.8495432458698
65,29.332786686103
66,29.6583867832847
67,29.8558819241983
68,29.9572983479106
69,29.9946622934888
70,30
