0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
10.5,0
11,0
11.5,0
12,0
12.5,0
13,0
13.5,0
14,0
14.5,0
15,0
15.5,0
16,0
16.5,0
17,0
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,3.1103e-07
27,5.1747e-05
27.5,0.00031103
28,0.0009482
28.5,0.0021333
29,0.0040365
29.5,0.0068277
30,0.010677
30.5,0.015754
31,0.02223
31.5,0.030274
32,0.040056
32.5,0.051747
33,0.065516
33.5,0.081534
34,0.09997
34.5,0.12099
35,0.14478
35.5,0.17149
36,0.2013
36.5,0.23438
37,0.2709
37.5,0.31103
38,0.35493
38.5,0.40279
39,0.45476
39.5,0.51103
40,0.57175
40.5,0.6371
41,0.70725
41.5,0.78237
42,0.86263
42.5,0.9482
43,1.0393
43.5,1.136
44,1.2385
44.5,1.347
45,1.4616
45.5,1.5826
46,1.7101
46.5,1.8443
47,1.9853
47.5,2.1333
48,2.2885
48.5,2.4511
49,2.6211
49.5,2.7989
50,2.9845
50.5,3.1782
51,3.38
51.5,3.5902
52,3.809
52.5,4.0365
53,4.2728
53.5,4.518
54,4.772
54.5,5.0345
55,5.3055
55.5,5.5846
56,5.8718
56.5,6.1668
57,6.4696
57.5,6.7799
58,7.0976
58.5,7.4225
59,7.7544
59.5,8.0931
60,8.4386
60.5,8.7906
61,9.1489
61.5,9.5134
62,9.8839
62.5,10.26
63,10.642
63.5,11.03
64,11.423
64.5,11.821
65,12.224
65.5,12.631
66,13.044
66.5,13.461
67,13.882
67.5,14.307
68,14.737
68.5,15.17
69,15.607
69.5,16.047
70,16.49
70.5,16.937
71,17.387
71.5,17.839
72,18.294
72.5,18.751
73,19.211
73.5,19.673
74,20.137
74.5,20.602
75,21.069
75.5,21.537
76,22.007
76.5,22.478
77,22.95
77.5,23.422
78,23.895
78.5,24.368
79,24.842
79.5,25.316
80,25.789
80.5,26.263
81,26.735
81.5,27.208
82,27.679
82.5,28.149
83,28.619
83.5,29.087
84,29.553
84.5,30.018
85,30.481
85.5,30.942
86,31.401
86.5,31.858
87,32.312
87.5,32.764
88,33.212
88.5,33.658
89,34.1
89.5,34.539
90,34.975
90.5,35.407
91,35.835
91.5,36.259
92,36.679
92.5,37.094
93,37.505
93.5,37.911
94,38.313
94.5,38.709
95,39.1
95.5,39.486
96,39.866
96.5,40.24
97,40.609
97.5,40.971
98,41.327
98.5,41.677
99,42.021
99.5,42.357
100,42.687
100.5,43.009
101,43.324
101.5,43.632
102,43.932
102.5,44.225
103,44.509
103.5,44.786
104,45.054
104.5,45.314
105,45.565
105.5,45.807
106,46.04
106.5,46.265
107,46.481
107.5,46.688
108,46.887
108.5,47.078
109,47.261
109.5,47.436
110,47.604
110.5,47.764
111,47.917
111.5,48.062
112,48.201
112.5,48.333
113,48.458
113.5,48.577
114,48.69
114.5,48.796
115,48.897
115.5,48.992
116,49.081
116.5,49.165
117,49.243
117.5,49.317
118,49.385
118.5,49.449
119,49.508
119.5,49.563
120,49.614
120.5,49.66
121,49.703
121.5,49.742
122,49.777
122.5,49.809
123,49.838
123.5,49.863
124,49.886
124.5,49.906
125,49.924
125.5,49.939
126,49.952
126.5,49.963
127,49.973
127.5,49.98
128,49.986
128.5,49.991
129,49.994
129.5,49.997
130,49.998
130.5,49.999
131,50
131.5,50
132,50
132.5,50
133,50
133.5,50
134,50
134.5,50
135,50
135.5,50
136,50
136.5,50
137,50
137.5,50
138,50
138.5,50
139,50
139.5,50
140,50
140.5,50
141,50
141.5,50
142,50
142.5,50
143,50
143.5,50
144,50
144.5,50
145,50
145.5,50
146,50
146.5,50
147,50
147.5,50
148,50
148.5,50
149,50
149.5,50
150,50
150.5,50
151,50
151.5,50
152,50
152.5,50
153,50
153.5,50
154,50
154.5,50
155,50
155.5,50
156,50
156.5,50
157,50
157.5,50
158,50
158.5,50
159,50
159.5,50
160,50.001
160.5,50.002
161,50.004
161.5,50.007
162,50.011
162.5,50.016
163,50.023
163.5,50.031
164,50.041
164.5,50.053
165,50.067
165.5,50.083
166,50.102
166.5,50.123
167,50.148
167.5,50.175
168,50.205
168.5,50.238
169,50.275
169.5,50.316
170,50.36
170.5,50.408
171,50.461
171.5,50.518
172,50.579
172.5,50.645
173,50.715
173.5,50.791
174,50.872
174.5,50.958
175,51.05
175.5,51.147
176,51.25
176.5,51.359
177,51.475
177.5,51.596
178,51.725
178.5,51.86
179,52.001
179.5,52.15
180,52.306
180.5,52.47
181,52.641
181.5,52.819
182,53.006
182.5,53.2
183,53.403
183.5,53.614
184,53.834
184.5,54.062
185,54.3
185.5,54.546
186,54.801
186.5,55.064
187,55.336
187.5,55.616
188,55.904
188.5,56.2
189,56.504
189.5,56.815
190,57.133
190.5,57.459
191,57.792
191.5,58.131
192,58.477
192.5,58.83
193,59.189
193.5,59.554
194,59.925
194.5,60.302
195,60.685
195.5,61.073
196,61.467
196.5,61.865
197,62.269
197.5,62.677
198,63.09
198.5,63.507
199,63.929
199.5,64.355
200,64.785
200.5,65.218
201,65.655
201.5,66.096
202,66.54
202.5,66.987
203,67.437
203.5,67.889
204,68.345
204.5,68.802
205,69.262
205.5,69.724
206,70.188
206.5,70.654
207,71.121
207.5,71.59
208,72.059
208.5,72.53
209,73.002
209.5,73.475
210,73.948
210.5,74.421
211,74.895
211.5,75.368
212,75.842
212.5,76.315
213,76.788
213.5,77.26
214,77.731
214.5,78.202
215,78.671
215.5,79.139
216,79.605
216.5,80.07
217,80.533
217.5,80.994
218,81.452
218.5,81.909
219,82.362
219.5,82.814
220,83.262
220.5,83.707
221,84.149
221.5,84.588
222,85.023
222.5,85.455
223,85.882
223.5,86.306
224,86.725
224.5,87.14
225,87.55
225.5,87.956
226,88.357
226.5,88.753
227,89.143
227.5,89.528
228,89.908
228.5,90.282
229,90.649
229.5,91.011
230,91.367
230.5,91.716
231,92.058
231.5,92.394
232,92.723
232.5,93.045
233,93.359
233.5,93.666
234,93.965
